Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;25 Lleida;Mujeres;1944;2.379
Total Nacional;25 Lleida;Mujeres;1943;2.345
Total Nacional;25 Lleida;Mujeres;1942;2.122
Total Nacional;25 Lleida;Mujeres;1941;1.971
Total Nacional;27 Lugo;Total;2022;1.730
Total Nacional;27 Lugo;Total;2021;1.634
Total Nacional;27 Lugo;Total;2020;1.674
Total Nacional;27 Lugo;Total;2019;1.696
Total Nacional;27 Lugo;Total;2018;1.951
Total Nacional;27 Lugo;Total;2017;2.080
Total Nacional;27 Lugo;Total;2016;2.084
Total Nacional;27 Lugo;Total;2015;2.183
Total Nacional;27 Lugo;Total;2014;2.156
Total Nacional;27 Lugo;Total;2013;2.081
Total Nacional;27 Lugo;Total;2012;2.247
Total Nacional;27 Lugo;Total;2011;2.192
Total Nacional;27 Lugo;Total;2010;2.196
Total Nacional;27 Lugo;Total;2009;2.241
Total Nacional;27 Lugo;Total;2008;2.205
Total Nacional;27 Lugo;Total;2007;2.175
Total Nacional;27 Lugo;Total;2006;2.038
Total Nacional;27 Lugo;Total;2005;2.044
Total Nacional;27 Lugo;Total;2004;1.988
Total Nacional;27 Lugo;Total;2003;2.041
Total Nacional;27 Lugo;Total;2002;1.910
Total Nacional;27 Lugo;Total;2001;1.899
Total Nacional;27 Lugo;Total;2000;2.069
Total Nacional;27 Lugo;Total;1999;1.956
Total Nacional;27 Lugo;Total;1998;2.051
Total Nacional;27 Lugo;Total;1997;2.013
Total Nacional;27 Lugo;Total;1996;1.983
Total Nacional;27 Lugo;Total;1995;2.174
Total Nacional;27 Lugo;Total;1994;2.261
Total Nacional;27 Lugo;Total;1993;2.539
Total Nacional;27 Lugo;Total;1992;2.614
Total Nacional;27 Lugo;Total;1991;2.693
Total Nacional;27 Lugo;Total;1990;2.775
Total Nacional;27 Lugo;Total;1989;2.936
Total Nacional;27 Lugo;Total;1988;3.034
Total Nacional;27 Lugo;Total;1987;3.245
Total Nacional;27 Lugo;Total;1986;3.370
Total Nacional;27 Lugo;Total;1985;3.560
Total Nacional;27 Lugo;Total;1984;3.824
Total Nacional;27 Lugo;Total;1983;4.026
Total Nacional;27 Lugo;Total;1982;4.085
Total Nacional;27 Lugo;Total;1981;4.439
Total Nacional;27 Lugo;Total;1980;4.732
Total Nacional;27 Lugo;Total;1979;4.893
Total Nacional;27 Lugo;Total;1978;4.776
Total Nacional;27 Lugo;Total;1977;4.786
Total Nacional;27 Lugo;Total;1976;4.896
Total Nacional;27 Lugo;Total;1975;4.812
Total Nacional;27 Lugo;Total;1974;5.091
Total Nacional;27 Lugo;Total;1973;5.026
Total Nacional;27 Lugo;Total;1972;5.087
Total Nacional;27 Lugo;Total;1971;5.168
Total Nacional;27 Lugo;Total;1970;5.418
Total Nacional;27 Lugo;Total;1969;5.685
Total Nacional;27 Lugo;Total;1968;5.918
Total Nacional;27 Lugo;Total;1967;6.005
Total Nacional;27 Lugo;Total;1966;6.210
Total Nacional;27 Lugo;Total;1965;6.425
Total Nacional;27 Lugo;Total;1964;6.795
Total Nacional;27 Lugo;Total;1963;6.960
Total Nacional;27 Lugo;Total;1962;7.638
Total Nacional;27 Lugo;Total;1961;7.906
Total Nacional;27 Lugo;Total;1960;8.043
Total Nacional;27 Lugo;Total;1959;7.919
Total Nacional;27 Lugo;Total;1958;8.195
Total Nacional;27 Lugo;Total;1957;8.357
Total Nacional;27 Lugo;Total;1956;8.380
Total Nacional;27 Lugo;Total;1955;8.505
Total Nacional;27 Lugo;Total;1954;8.550
Total Nacional;27 Lugo;Total;1953;9.083
Total Nacional;27 Lugo;Total;1952;9.156
Total Nacional;27 Lugo;Total;1951;9.129
Total Nacional;27 Lugo;Total;1950;9.633
Total Nacional;27 Lugo;Total;1949;10.024
Total Nacional;27 Lugo;Total;1948;10.661
Total Nacional;27 Lugo;Total;1947;9.965
Total Nacional;27 Lugo;Total;1946;10.669
Total Nacional;27 Lugo;Total;1945;11.124
Total Nacional;27 Lugo;Total;1944;10.951
Total Nacional;27 Lugo;Total;1943;10.936
Total Nacional;27 Lugo;Total;1942;10.121
Total Nacional;27 Lugo;Total;1941;10.328
Total Nacional;27 Lugo;Hombres;2022;899
Total Nacional;27 Lugo;Hombres;2021;821
Total Nacional;27 Lugo;Hombres;2020;840
Total Nacional;27 Lugo;Hombres;2019;902
Total Nacional;27 Lugo;Hombres;2018;952
Total Nacional;27 Lugo;Hombres;2017;1.030
Total Nacional;27 Lugo;Hombres;2016;1.045
Total Nacional;27 Lugo;Hombres;2015;1.134
Total Nacional;27 Lugo;Hombres;2014;1.105
Total Nacional;27 Lugo;Hombres;2013;1.021
Total Nacional;27 Lugo;Hombres;2012;1.145
Total Nacional;27 Lugo;Hombres;2011;1.137
Total Nacional;27 Lugo;Hombres;2010;1.129
Total Nacional;27 Lugo;Hombres;2009;1.114
Total Nacional;27 Lugo;Hombres;2008;1.119
Total Nacional;27 Lugo;Hombres;2007;1.098
Total Nacional;27 Lugo;Hombres;2006;1.070
Total Nacional;27 Lugo;Hombres;2005;1.046
Total Nacional;27 Lugo;Hombres;2004;1.039
Total Nacional;27 Lugo;Hombres;2003;1.011
Total Nacional;27 Lugo;Hombres;2002;1.013
Total Nacional;27 Lugo;Hombres;2001;980
Total Nacional;27 Lugo;Hombres;2000;1.035
Total Nacional;27 Lugo;Hombres;1999;1.011
Total Nacional;27 Lugo;Hombres;1998;1.047
Total Nacional;27 Lugo;Hombres;1997;1.050
Total Nacional;27 Lugo;Hombres;1996;1.000
Total Nacional;27 Lugo;Hombres;1995;1.116
Total Nacional;27 Lugo;Hombres;1994;1.124
Total Nacional;27 Lugo;Hombres;1993;1.291
Total Nacional;27 Lugo;Hombres;1992;1.350
Total Nacional;27 Lugo;Hombres;1991;1.352
Total Nacional;27 Lugo;Hombres;1990;1.393
Total Nacional;27 Lugo;Hombres;1989;1.517
Total Nacional;27 Lugo;Hombres;1988;1.552
Total Nacional;27 Lugo;Hombres;1987;1.688
Total Nacional;27 Lugo;Hombres;1986;1.760
Total Nacional;27 Lugo;Hombres;1985;1.785
Total Nacional;27 Lugo;Hombres;1984;1.925
Total Nacional;27 Lugo;Hombres;1983;2.039
Total Nacional;27 Lugo;Hombres;1982;2.126
Total Nacional;27 Lugo;Hombres;1981;2.276
Total Nacional;27 Lugo;Hombres;1980;2.429
Total Nacional;27 Lugo;Hombres;1979;2.442
Total Nacional;27 Lugo;Hombres;1978;2.469
Total Nacional;27 Lugo;Hombres;1977;2.508
Total Nacional;27 Lugo;Hombres;1976;2.401
Total Nacional;27 Lugo;Hombres;1975;2.449
Total Nacional;27 Lugo;Hombres;1974;2.616
Total Nacional;27 Lugo;Hombres;1973;2.596
Total Nacional;27 Lugo;Hombres;1972;2.573
Total Nacional;27 Lugo;Hombres;1971;2.655
Total Nacional;27 Lugo;Hombres;1970;2.723
Total Nacional;27 Lugo;Hombres;1969;2.896
Total Nacional;27 Lugo;Hombres;1968;3.074
Total Nacional;27 Lugo;Hombres;1967;3.047
Total Nacional;27 Lugo;Hombres;1966;3.114
Total Nacional;27 Lugo;Hombres;1965;3.299
Total Nacional;27 Lugo;Hombres;1964;3.464
Total Nacional;27 Lugo;Hombres;1963;3.550
Total Nacional;27 Lugo;Hombres;1962;3.963
Total Nacional;27 Lugo;Hombres;1961;4.077
Total Nacional;27 Lugo;Hombres;1960;4.258
Total Nacional;27 Lugo;Hombres;1959;4.024
Total Nacional;27 Lugo;Hombres;1958;4.182
Total Nacional;27 Lugo;Hombres;1957;4.269
Total Nacional;27 Lugo;Hombres;1956;4.284
Total Nacional;27 Lugo;Hombres;1955;4.407
Total Nacional;27 Lugo;Hombres;1954;4.380
Total Nacional;27 Lugo;Hombres;1953;4.617
Total Nacional;27 Lugo;Hombres;1952;4.754
Total Nacional;27 Lugo;Hombres;1951;4.729
Total Nacional;27 Lugo;Hombres;1950;4.954
Total Nacional;27 Lugo;Hombres;1949;5.124
Total Nacional;27 Lugo;Hombres;1948;5.412
Total Nacional;27 Lugo;Hombres;1947;5.022
Total Nacional;27 Lugo;Hombres;1946;5.387
Total Nacional;27 Lugo;Hombres;1945;5.761
Total Nacional;27 Lugo;Hombres;1944;5.677
Total Nacional;27 Lugo;Hombres;1943;5.572
Total Nacional;27 Lugo;Hombres;1942;5.116
Total Nacional;27 Lugo;Hombres;1941;5.301
Total Nacional;27 Lugo;Mujeres;2022;831
Total Nacional;27 Lugo;Mujeres;2021;813
Total Nacional;27 Lugo;Mujeres;2020;834
Total Nacional;27 Lugo;Mujeres;2019;794
Total Nacional;27 Lugo;Mujeres;2018;999
Total Nacional;27 Lugo;Mujeres;2017;1.050
Total Nacional;27 Lugo;Mujeres;2016;1.039
Total Nacional;27 Lugo;Mujeres;2015;1.049
Total Nacional;27 Lugo;Mujeres;2014;1.051
Total Nacional;27 Lugo;Mujeres;2013;1.060
Total Nacional;27 Lugo;Mujeres;2012;1.102
Total Nacional;27 Lugo;Mujeres;2011;1.055
Total Nacional;27 Lugo;Mujeres;2010;1.067
Total Nacional;27 Lugo;Mujeres;2009;1.127
Total Nacional;27 Lugo;Mujeres;2008;1.086
Total Nacional;27 Lugo;Mujeres;2007;1.077
Total Nacional;27 Lugo;Mujeres;2006;968
Total Nacional;27 Lugo;Mujeres;2005;998
Total Nacional;27 Lugo;Mujeres;2004;949
Total Nacional;27 Lugo;Mujeres;2003;1.030
Total Nacional;27 Lugo;Mujeres;2002;897
Total Nacional;27 Lugo;Mujeres;2001;919
Total Nacional;27 Lugo;Mujeres;2000;1.034
Total Nacional;27 Lugo;Mujeres;1999;945
Total Nacional;27 Lugo;Mujeres;1998;1.004
Total Nacional;27 Lugo;Mujeres;1997;963
Total Nacional;27 Lugo;Mujeres;1996;983
Total Nacional;27 Lugo;Mujeres;1995;1.058
Total Nacional;27 Lugo;Mujeres;1994;1.137
Total Nacional;27 Lugo;Mujeres;1993;1.248
Total Nacional;27 Lugo;Mujeres;1992;1.264
Total Nacional;27 Lugo;Mujeres;1991;1.341
Total Nacional;27 Lugo;Mujeres;1990;1.382
Total Nacional;27 Lugo;Mujeres;1989;1.419
Total Nacional;27 Lugo;Mujeres;1988;1.482
Total Nacional;27 Lugo;Mujeres;1987;1.557
Total Nacional;27 Lugo;Mujeres;1986;1.610
Total Nacional;27 Lugo;Mujeres;1985;1.775
Total Nacional;27 Lugo;Mujeres;1984;1.899
Total Nacional;27 Lugo;Mujeres;1983;1.987
Total Nacional;27 Lugo;Mujeres;1982;1.959
Total Nacional;27 Lugo;Mujeres;1981;2.163
Total Nacional;27 Lugo;Mujeres;1980;2.303
Total Nacional;27 Lugo;Mujeres;1979;2.451
Total Nacional;27 Lugo;Mujeres;1978;2.307
Total Nacional;27 Lugo;Mujeres;1977;2.278
Total Nacional;27 Lugo;Mujeres;1976;2.495
Total Nacional;27 Lugo;Mujeres;1975;2.363
Total Nacional;27 Lugo;Mujeres;1974;2.475
Total Nacional;27 Lugo;Mujeres;1973;2.430
Total Nacional;27 Lugo;Mujeres;1972;2.514
Total Nacional;27 Lugo;Mujeres;1971;2.513
Total Nacional;27 Lugo;Mujeres;1970;2.695
Total Nacional;27 Lugo;Mujeres;1969;2.789
Total Nacional;27 Lugo;Mujeres;1968;2.844
Total Nacional;27 Lugo;Mujeres;1967;2.958
Total Nacional;27 Lugo;Mujeres;1966;3.096
Total Nacional;27 Lugo;Mujeres;1965;3.126
Total Nacional;27 Lugo;Mujeres;1964;3.331
Total Nacional;27 Lugo;Mujeres;1963;3.410
Total Nacional;27 Lugo;Mujeres;1962;3.675
Total Nacional;27 Lugo;Mujeres;1961;3.829
Total Nacional;27 Lugo;Mujeres;1960;3.785
Total Nacional;27 Lugo;Mujeres;1959;3.895
Total Nacional;27 Lugo;Mujeres;1958;4.013
Total Nacional;27 Lugo;Mujeres;1957;4.088
Total Nacional;27 Lugo;Mujeres;1956;4.096
Total Nacional;27 Lugo;Mujeres;1955;4.098
Total Nacional;27 Lugo;Mujeres;1954;4.170
Total Nacional;27 Lugo;Mujeres;1953;4.466
Total Nacional;27 Lugo;Mujeres;1952;4.402
Total Nacional;27 Lugo;Mujeres;1951;4.400
Total Nacional;27 Lugo;Mujeres;1950;4.679
Total Nacional;27 Lugo;Mujeres;1949;4.900
Total Nacional;27 Lugo;Mujeres;1948;5.249
Total Nacional;27 Lugo;Mujeres;1947;4.943
Total Nacional;27 Lugo;Mujeres;1946;5.282
Total Nacional;27 Lugo;Mujeres;1945;5.363
Total Nacional;27 Lugo;Mujeres;1944;5.274
Total Nacional;27 Lugo;Mujeres;1943;5.364
Total Nacional;27 Lugo;Mujeres;1942;5.005
Total Nacional;27 Lugo;Mujeres;1941;5.027
Total Nacional;28 Madrid;Total;2022;52.170
Total Nacional;28 Madrid;Total;2021;52.286
Total Nacional;28 Madrid;Total;2020;52.857
Total Nacional;28 Madrid;Total;2019;56.727
Total Nacional;28 Madrid;Total;2018;58.583
Total Nacional;28 Madrid;Total;2017;61.521
Total Nacional;28 Madrid;Total;2016;64.352
Total Nacional;28 Madrid;Total;2015;65.675
Total Nacional;28 Madrid;Total;2014;66.352
Total Nacional;28 Madrid;Total;2013;66.098
Total Nacional;28 Madrid;Total;2012;70.189
Total Nacional;28 Madrid;Total;2011;72.773
Total Nacional;28 Madrid;Total;2010;74.504
Total Nacional;28 Madrid;Total;2009;76.559
Total Nacional;28 Madrid;Total;2008;79.507
Total Nacional;28 Madrid;Total;2007;75.524
Total Nacional;28 Madrid;Total;2006;72.764
Total Nacional;28 Madrid;Total;2005;70.143
Total Nacional;28 Madrid;Total;2004;69.727
Total Nacional;28 Madrid;Total;2003;67.707
Total Nacional;28 Madrid;Total;2002;63.691
Total Nacional;28 Madrid;Total;2001;60.237
Total Nacional;28 Madrid;Total;2000;57.040
Total Nacional;28 Madrid;Total;1999;52.483
Total Nacional;28 Madrid;Total;1998;49.425
Total Nacional;28 Madrid;Total;1997;49.229
Total Nacional;28 Madrid;Total;1996;47.927
Total Nacional;28 Madrid;Total;1995;47.448
Total Nacional;28 Madrid;Total;1994;48.132
Total Nacional;28 Madrid;Total;1993;49.986
Total Nacional;28 Madrid;Total;1992;51.214
Total Nacional;28 Madrid;Total;1991;50.209
Total Nacional;28 Madrid;Total;1990;50.919
Total Nacional;28 Madrid;Total;1989;51.961
Total Nacional;28 Madrid;Total;1988;52.433
Total Nacional;28 Madrid;Total;1987;54.150
Total Nacional;28 Madrid;Total;1986;55.496
Total Nacional;28 Madrid;Total;1985;58.004
Total Nacional;28 Madrid;Total;1984;60.554
Total Nacional;28 Madrid;Total;1983;61.718
Total Nacional;28 Madrid;Total;1982;66.642
Total Nacional;28 Madrid;Total;1981;70.121
Total Nacional;28 Madrid;Total;1980;73.485
Total Nacional;28 Madrid;Total;1979;79.679
Total Nacional;28 Madrid;Total;1978;85.123
Total Nacional;28 Madrid;Total;1977;89.243
Total Nacional;28 Madrid;Total;1976;93.893
Total Nacional;28 Madrid;Total;1975;91.924
Total Nacional;28 Madrid;Total;1974;94.526
Total Nacional;28 Madrid;Total;1973;89.365
Total Nacional;28 Madrid;Total;1972;88.430
Total Nacional;28 Madrid;Total;1971;87.495
Total Nacional;28 Madrid;Total;1970;83.442
Total Nacional;28 Madrid;Total;1969;81.592
Total Nacional;28 Madrid;Total;1968;79.226
Total Nacional;28 Madrid;Total;1967;78.879
Total Nacional;28 Madrid;Total;1966;74.670
Total Nacional;28 Madrid;Total;1965;73.544
Total Nacional;28 Madrid;Total;1964;72.005
Total Nacional;28 Madrid;Total;1963;65.539
Total Nacional;28 Madrid;Total;1962;63.407
Total Nacional;28 Madrid;Total;1961;60.869
Total Nacional;28 Madrid;Total;1960;59.807
Total Nacional;28 Madrid;Total;1959;56.528
Total Nacional;28 Madrid;Total;1958;55.057
Total Nacional;28 Madrid;Total;1957;52.674
Total Nacional;28 Madrid;Total;1956;45.888
Total Nacional;28 Madrid;Total;1955;41.688
Total Nacional;28 Madrid;Total;1954;37.469
Total Nacional;28 Madrid;Total;1953;36.796
Total Nacional;28 Madrid;Total;1952;35.059
Total Nacional;28 Madrid;Total;1951;33.419
Total Nacional;28 Madrid;Total;1950;33.479
Total Nacional;28 Madrid;Total;1949;34.054
Total Nacional;28 Madrid;Total;1948;36.991
Total Nacional;28 Madrid;Total;1947;33.660
Total Nacional;28 Madrid;Total;1946;33.073
Total Nacional;28 Madrid;Total;1945;34.476
Total Nacional;28 Madrid;Total;1944;34.276
Total Nacional;28 Madrid;Total;1943;33.002
Total Nacional;28 Madrid;Total;1942;26.876
Total Nacional;28 Madrid;Total;1941;27.182
Total Nacional;28 Madrid;Hombres;2022;26.782
Total Nacional;28 Madrid;Hombres;2021;27.041
Total Nacional;28 Madrid;Hombres;2020;27.105
Total Nacional;28 Madrid;Hombres;2019;29.310
Total Nacional;28 Madrid;Hombres;2018;30.121
Total Nacional;28 Madrid;Hombres;2017;31.608
Total Nacional;28 Madrid;Hombres;2016;33.021
Total Nacional;28 Madrid;Hombres;2015;33.767
Total Nacional;28 Madrid;Hombres;2014;34.284
Total Nacional;28 Madrid;Hombres;2013;33.952
Total Nacional;28 Madrid;Hombres;2012;36.089
Total Nacional;28 Madrid;Hombres;2011;37.385
Total Nacional;28 Madrid;Hombres;2010;38.177
Total Nacional;28 Madrid;Hombres;2009;39.603
Total Nacional;28 Madrid;Hombres;2008;40.846
Total Nacional;28 Madrid;Hombres;2007;38.822
Total Nacional;28 Madrid;Hombres;2006;37.460
Total Nacional;28 Madrid;Hombres;2005;35.772
Total Nacional;28 Madrid;Hombres;2004;36.268
Total Nacional;28 Madrid;Hombres;2003;34.893
Total Nacional;28 Madrid;Hombres;2002;32.878
Total Nacional;28 Madrid;Hombres;2001;30.980
Total Nacional;28 Madrid;Hombres;2000;29.525
Total Nacional;28 Madrid;Hombres;1999;27.198
Total Nacional;28 Madrid;Hombres;1998;25.533
Total Nacional;28 Madrid;Hombres;1997;25.406
Total Nacional;28 Madrid;Hombres;1996;24.524
Total Nacional;28 Madrid;Hombres;1995;24.541
Total Nacional;28 Madrid;Hombres;1994;25.044
Total Nacional;28 Madrid;Hombres;1993;25.802
Total Nacional;28 Madrid;Hombres;1992;26.369
Total Nacional;28 Madrid;Hombres;1991;25.827
Total Nacional;28 Madrid;Hombres;1990;26.360
Total Nacional;28 Madrid;Hombres;1989;26.818
Total Nacional;28 Madrid;Hombres;1988;26.982
Total Nacional;28 Madrid;Hombres;1987;27.927
Total Nacional;28 Madrid;Hombres;1986;28.456
Total Nacional;28 Madrid;Hombres;1985;30.101
Total Nacional;28 Madrid;Hombres;1984;31.284
Total Nacional;28 Madrid;Hombres;1983;32.009
Total Nacional;28 Madrid;Hombres;1982;34.479
Total Nacional;28 Madrid;Hombres;1981;36.480
Total Nacional;28 Madrid;Hombres;1980;37.989
Total Nacional;28 Madrid;Hombres;1979;41.194
Total Nacional;28 Madrid;Hombres;1978;44.382
Total Nacional;28 Madrid;Hombres;1977;46.221
Total Nacional;28 Madrid;Hombres;1976;48.247
Total Nacional;28 Madrid;Hombres;1975;47.725
Total Nacional;28 Madrid;Hombres;1974;48.601
Total Nacional;28 Madrid;Hombres;1973;46.238
Total Nacional;28 Madrid;Hombres;1972;45.400
Total Nacional;28 Madrid;Hombres;1971;44.931
Total Nacional;28 Madrid;Hombres;1970;43.047
Total Nacional;28 Madrid;Hombres;1969;42.263
Total Nacional;28 Madrid;Hombres;1968;40.599
Total Nacional;28 Madrid;Hombres;1967;40.482
Total Nacional;28 Madrid;Hombres;1966;38.358
Total Nacional;28 Madrid;Hombres;1965;37.927
Total Nacional;28 Madrid;Hombres;1964;36.992
Total Nacional;28 Madrid;Hombres;1963;33.861
Total Nacional;28 Madrid;Hombres;1962;32.838
Total Nacional;28 Madrid;Hombres;1961;31.330
Total Nacional;28 Madrid;Hombres;1960;30.849
Total Nacional;28 Madrid;Hombres;1959;29.085
Total Nacional;28 Madrid;Hombres;1958;28.346
Total Nacional;28 Madrid;Hombres;1957;27.117
Total Nacional;28 Madrid;Hombres;1956;23.795
Total Nacional;28 Madrid;Hombres;1955;21.572
Total Nacional;28 Madrid;Hombres;1954;19.362
Total Nacional;28 Madrid;Hombres;1953;18.999
Total Nacional;28 Madrid;Hombres;1952;18.118
Total Nacional;28 Madrid;Hombres;1951;17.471
Total Nacional;28 Madrid;Hombres;1950;17.273
Total Nacional;28 Madrid;Hombres;1949;17.604
Total Nacional;28 Madrid;Hombres;1948;19.119
Total Nacional;28 Madrid;Hombres;1947;17.450
Total Nacional;28 Madrid;Hombres;1946;17.042
Total Nacional;28 Madrid;Hombres;1945;17.914
Total Nacional;28 Madrid;Hombres;1944;17.660
Total Nacional;28 Madrid;Hombres;1943;17.183
Total Nacional;28 Madrid;Hombres;1942;13.945
Total Nacional;28 Madrid;Hombres;1941;14.061
Total Nacional;28 Madrid;Mujeres;2022;25.388
Total Nacional;28 Madrid;Mujeres;2021;25.245
Total Nacional;28 Madrid;Mujeres;2020;25.752
Total Nacional;28 Madrid;Mujeres;2019;27.417
Total Nacional;28 Madrid;Mujeres;2018;28.462
Total Nacional;28 Madrid;Mujeres;2017;29.913
Total Nacional;28 Madrid;Mujeres;2016;31.331
Total Nacional;28 Madrid;Mujeres;2015;31.908
Total Nacional;28 Madrid;Mujeres;2014;32.068
Total Nacional;28 Madrid;Mujeres;2013;32.146
Total Nacional;28 Madrid;Mujeres;2012;34.100
Total Nacional;28 Madrid;Mujeres;2011;35.388
Total Nacional;28 Madrid;Mujeres;2010;36.327
Total Nacional;28 Madrid;Mujeres;2009;36.956
Total Nacional;28 Madrid;Mujeres;2008;38.661
Total Nacional;28 Madrid;Mujeres;2007;36.702
Total Nacional;28 Madrid;Mujeres;2006;35.304
Total Nacional;28 Madrid;Mujeres;2005;34.371
Total Nacional;28 Madrid;Mujeres;2004;33.459
Total Nacional;28 Madrid;Mujeres;2003;32.814
Total Nacional;28 Madrid;Mujeres;2002;30.813
Total Nacional;28 Madrid;Mujeres;2001;29.257
Total Nacional;28 Madrid;Mujeres;2000;27.515
Total Nacional;28 Madrid;Mujeres;1999;25.285
Total Nacional;28 Madrid;Mujeres;1998;23.892
Total Nacional;28 Madrid;Mujeres;1997;23.823
Total Nacional;28 Madrid;Mujeres;1996;23.403
Total Nacional;28 Madrid;Mujeres;1995;22.907
Total Nacional;28 Madrid;Mujeres;1994;23.088
Total Nacional;28 Madrid;Mujeres;1993;24.184
Total Nacional;28 Madrid;Mujeres;1992;24.845
Total Nacional;28 Madrid;Mujeres;1991;24.382
Total Nacional;28 Madrid;Mujeres;1990;24.559
Total Nacional;28 Madrid;Mujeres;1989;25.143
Total Nacional;28 Madrid;Mujeres;1988;25.451
Total Nacional;28 Madrid;Mujeres;1987;26.223
Total Nacional;28 Madrid;Mujeres;1986;27.040
Total Nacional;28 Madrid;Mujeres;1985;27.903
Total Nacional;28 Madrid;Mujeres;1984;29.270
Total Nacional;28 Madrid;Mujeres;1983;29.709
Total Nacional;28 Madrid;Mujeres;1982;32.163
Total Nacional;28 Madrid;Mujeres;1981;33.641
Total Nacional;28 Madrid;Mujeres;1980;35.496
Total Nacional;28 Madrid;Mujeres;1979;38.485
Total Nacional;28 Madrid;Mujeres;1978;40.741
Total Nacional;28 Madrid;Mujeres;1977;43.022
